Twin-headed Greatbow,Greatbow,163,0,0,0,200,45.28,0,0,0,0,74,23,50,0,0,0,17,Dark
Dragonslayer Greatbow,Greatbow,203,0,0,0,203,29.59,10,0,0,0,28,25,50,0,0,0,15,Dark
Possessed Armor Greatbow,Greatbow,167,0,0,0,117,12,21.67,0,0,0,84,30,50,0,0,0,42,Dark
Alonne Greatbow,Greatbow,182,0,0,0,182,19,10,0,0,0,30,25,50,0,0,0,15,Dark
Black Knight Greatsword,Greatsword,252,0,72,0,48,30,5,0,38.82,0,26.73,38,50,0,22,0,15,Dark
Charred Loyce Greatsword,Greatsword,182,0,91,0,69,19,22,0,38.39,0,28.94,36,50,0,22,0,16,Dark
Watcher Greatsword,Greatsword,138,112,0,0,75,9,12,73.55,0,0,28.3,37,50,23,0,0,15,Dark
Bluemoon Greatsword,Greatsword,262,0,0,0,262,0,0,0,0,0,0,25,50,0,0,0,15,Dark
Defender Greatsword,Greatsword,180,0,0,72,48,28,9,0,0,59.09,30.19,37,50,0,0,23,15,Dark
Mastodon Greatsword,Greatsword,210,0,0,0,210,29.59,4,0,0,0,30,25,50,0,0,0,15,Dark
Thorned Greatsword,Greatsword,161,0,0,61,107,28,14,0,0,29.85,20,38,50,0,0,23,15,Dark
Claymore,Greatsword,203,0,0,0,203,19,10,0,0,0,30,25,50,0,0,0,15,Dark
Old Knight Greatsword,Greatsword,196,0,0,0,196,30,4,0,0,0,30,25,50,0,0,0,15,Dark
Bastard Sword,Greatsword,196,0,0,0,196,19,10,0,0,0,30,25,50,0,0,0,15,Dark
Drangleic Sword,Greatsword,189,0,0,0,189,16,20,0,0,0,28,25,50,0,0,0,15,Dark
Black Dragon Greatsword,Greatsword,238,0,0,0,238,0,0,0,0,0,0,25,50,0,0,0,15,Dark
Majestic Greatsword,Greatsword,182,0,0,0,200,19,6,0,0,0,33.73,22,50,0,0,0,16,Dark
Moonlight Greatsword,Greatsword,0,190,0,0,190,0,0,66.67,0,0,32.61,0,0,15,0,0,15,Dark
Ruler's Sword,Greatsword,196,0,0,0,196,16,8,0,0,0,25.74,21,50,0,0,0,13,Dark
Mirrah Greatsword,Greatsword,175,0,0,0,175,17,21,0,0,0,30,25,50,0,0,0,15,Dark
Old Mirrah Greatsword,Greatsword,175,0,0,0,175,17,21,0,0,0,30,25,50,0,0,0,15,Dark
Loyce Greatsword,Greatsword,144,0,0,0,177,1,33,0,0,0,33.33,23,50,0,0,0,16,Dark
Flamberge,Greatsword,210,0,0,0,72,13,32,0,0,0,34,35,50,0,0,0,18,Dark
Royal Greatsword,Greatsword,202,0,0,0,100,31,9,0,0,0,24,37,50,0,0,0,15,Dark
Drakeblood Greatsword,Greatsword,188,44,0,44,30,0,0,0,0,0,0,41,50,25,0,25,16,Dark
Roaring Halberd,Halberd,272,0,0,0,277,0,27,0,0,0,67.23,40,50,0,0,0,36,Dark
Black Knight Halberd,Halberd,288,0,117,0,78,14,24,0,40.18,0,25.82,37,50,0,22,0,15,Dark
Mastodon Halberd,Halberd,287,0,0,0,287,36,0,0,0,0,30,25,50,0,0,0,15,Dark
Old Knight Pike,Halberd,266,0,0,0,266,35,3,0,0,0,30,25,50,0,0,0,15,Dark
Dragonrider's Halberd,Halberd,225,108,0,0,72,42,14,42,0,0,28,38,50,22,0,0,15,Dark
Old Knight Halberd,Halberd,252,0,0,0,252,17,21,0,0,0,30,25,50,0,0,0,15,Dark
Blue Knight's Halberd,Halberd,343,0,0,0,146,25,23,0,0,0,16.67,35,50,0,0,0,9,Dark
Halberd,Halberd,245,0,0,0,245,21,10,0,0,0,30,25,50,0,0,0,15,Dark
Wrathful Axe,Halberd,207,0,0,0,254,27,8,0,0,0,31.91,23,50,0,0,0,16,Dark
Scythe,Halberd,231,0,0,0,231,21,8,0,0,0,30,25,50,0,0,0,15,Dark
Syan's Halberd,Halberd,231,0,0,0,231,8,21,0,0,0,30,25,50,0,0,0,15,Dark
Lucerne,Halberd,227,0,0,0,227,28,4,0,0,0,30,25,50,0,0,0,15,Dark
Helix Halberd,Halberd,168,0,0,0,168,0,21,0,0,0,28,25,50,0,0,0,15,Dark
Santier's Spear,Halberd,175,0,0,0,175,0,0,0,0,0,18.67,25,50,0,0,0,15,Dark
Mace of the Insolent,Hammer,99,0,0,89,211,17,17,0,0,9.09,24.22,45,50,0,0,27,36,Dark
Homunculus Mace,Hammer,203,0,0,0,203,20,3,0,0,0,30,25,50,0,0,0,15,Dark
Blacksmith's Hammer,Hammer,203,0,0,0,203,21,0,0,0,0,30,25,50,0,0,0,15,Dark
Black Dragon Warpick,Hammer,231,0,0,0,231,0,0,0,0,0,0,25,50,0,0,0,15,Dark
Morning Star,Hammer,198,0,0,0,132,51,0,0,0,0,28,37,50,0,0,0,15,Dark
Reinforced Club,Hammer,182,0,0,0,182,30,0,0,0,0,30,25,50,0,0,0,15,Dark
Barbed Club,Hammer,202,0,0,0,135,27,14,0,0,0,22.67,37,50,0,0,0,15,Dark
Craftsman's Hammer,Hammer,175,0,0,0,175,29,0,0,0,0,28,25,50,0,0,0,15,Dark
Mace,Hammer,168,0,0,0,168,30,4,0,0,0,30,25,50,0,0,0,15,Dark
Aldia Hammer,Hammer,168,0,0,0,168,21,6,0,0,0,30,25,50,0,0,0,15,Dark
Club,Hammer,147,0,0,0,147,38,0,0,0,0,30,25,50,0,0,0,15,Dark
Handmaid's Ladle,Hammer,28,0,0,0,28,0,0,0,0,0,0,25,50,0,0,0,15,Dark
Chaos Blade,Katana,175,0,0,0,175,0,30,0,0,0,30,25,50,0,0,0,15,Dark
Darkdrift,Katana,182,0,0,0,182,0,19,0,0,0,30,25,50,0,0,0,15,Dark
Washing Pole,Katana,168,0,0,0,168,6,22,0,0,0,30,25,50,0,0,0,15,Dark
Berserker Blade,Katana,168,0,0,0,168,12,16,0,0,0,28,25,50,0,0,0,15,Dark
Uchigatana,Katana,161,0,0,0,161,6,22,0,0,0,30,25,50,0,0,0,15,Dark
Bewitched Alonne Sword,Katana,162,0,0,0,108,0,53.06,0,0,0,28,38,50,0,0,0,15,Dark
Manslayer,Katana,172,0,0,0,100,8,33,0,0,0,20,38,50,0,0,0,15,Dark
Blacksteel Katana,Katana,172,0,0,0,93,0,49,0,0,0,21.33,32,50,0,0,0,10,Dark
Grand Lance,Lance,238,0,0,0,238,19,10,0,0,0,30,25,50,0,0,0,15,Dark
Heide Greatlance,Lance,243,0,0,72,48,31,6,0,0,42,28,37,50,0,0,22,15,Dark
Heide Lance,Lance,207,0,0,60,90,30,5,0,0,40,26,38,50,0,0,22,15,Dark
Rampart Golem Lance,Lance,174,87,0,0,66,51.9,0,36,0,0,26.67,36,50,21,0,0,17,Dark
Crescent Sickle,Reaper,140,93,0,0,100,7,12,36.5,0,0,39.5,33,50,19,0,0,21,Dark
Silverblack Sickle,Reaper,96,0,0,0,189,19,10,0,0,0,84.09,25,50,0,0,0,45,Dark
Bone Scythe,Reaper,196,0,0,0,196,29,0,0,0,0,28,25,50,0,0,0,15,Dark
Full Moon Sickle,Reaper,243,0,0,0,126,11,22,0,0,0,28,38,50,0,0,0,15,Dark
Scythe of Nahr Alma,Reaper,117,0,0,0,156,11,20,0,0,0,68.91,35,50,0,0,0,39,Dark
Great Scythe,Reaper,182,0,0,0,182,6,17,0,0,0,30,25,50,0,0,0,15,Dark
Great Machete,Reaper,175,0,0,0,175,21,6,0,0,0,30,25,50,0,0,0,15,Dark
Yorgh's Spear,Spear,189,0,0,0,231,19.39,14,0,0,0,31.33,22,50,0,0,0,16,Dark
Heide Spear,Spear,189,0,0,90,60,11,14,0,0,42,28,38,50,0,0,22,15,Dark
Silverblack Spear,Spear,143,0,0,0,158,24,15,0,0,0,71.97,40,50,0,0,0,36,Dark
Pate's Spear,Spear,189,0,0,0,189,6,16,0,0,0,28,25,50,0,0,0,15,Dark
Gargoyle Bident,Spear,182,0,0,0,182,29,0,0,0,0,28,25,50,0,0,0,15,Dark
Pilgrim's Spontoon,Spear,0,137,0,0,186,0,0,42.22,0,0,57.89,0,0,26,0,0,34,Dark
Winged Spear,Spear,168,0,0,0,168,6,22,0,0,0,30,25,50,0,0,0,15,Dark
Spitfire Spear,Spear,144,0,72,0,48,9,6,0,40.18,0,25.82,37,50,0,22,0,15,Dark
Channeler's Trident,Spear,168,0,0,0,168,6,17,0,0,0,30,25,50,0,0,0,15,Dark
Partizan,Spear,161,0,0,0,161,4,25,0,0,0,30,25,50,0,0,0,15,Dark
Spear,Spear,147,0,0,0,147,14,17,0,0,0,30,25,50,0,0,0,15,Dark
Stone Soldier Spear,Spear,133,0,0,0,133,17,21,0,0,0,30,25,50,0,0,0,15,Dark
Pike,Spear,133,0,0,0,133,19,17,0,0,0,30,25,50,0,0,0,15,Dark
Blue Flame,Straight Sword,110,153,0,0,53,10,13,42.34,0,0,14.29,42,50,26,0,0,9,Dark
Heide Knight Sword,Straight Sword,107,0,0,64,86,22,11,0,0,33.33,44.67,30,50,0,0,18,24,Dark
Varangian Sword,Straight Sword,175,0,0,0,175,19,10,0,0,0,30,25,50,0,0,0,15,Dark
Drakekeeper's Sword,Straight Sword,171,0,0,0,171,18,9,0,0,0,30,25,50,0,0,0,15,Dark
Fume Sword,Straight Sword,117,0,0,0,109,0,31,0,0,0,72.67,35,50,0,0,0,39,Dark
Broadsword,Straight Sword,168,0,0,0,168,21,6,0,0,0,30,25,50,0,0,0,15,Dark
Black Dragon Sword,Straight Sword,210,0,0,0,210,0,0,0,0,0,0,25,50,0,0,0,15,Dark
Possessed Armor Sword,Straight Sword,135,0,79,0,60,8,5,0,28.57,0,22.1,37,50,0,22,0,17,Dark
Longsword,Straight Sword,157,0,0,0,157,18,9,0,0,0,30,25,50,0,0,0,15,Dark
Red Rust Sword,Straight Sword,143,0,0,0,143,38,4,0,0,0,30,25,50,0,0,0,15,Dark
Yellow Quartz Longsword,Straight Sword,154,0,0,0,154,19,7,0,0,0,30,25,50,0,0,0,15,Dark
Foot Soldier Sword,Straight Sword,161,0,0,0,161,13,3,0,0,0,30,25,50,0,0,0,15,Dark
Shortsword,Straight Sword,140,0,0,0,140,19,10,0,0,0,30,25,50,0,0,0,15,Dark
Ashen Warrior Sword,Straight Sword,143,0,0,0,108,28,20,0,0,0,22,36,50,0,0,0,17,Dark
Sun Sword,Straight Sword,122,0,0,0,122,30,17,0,0,0,30,25,50,0,0,0,15,Dark
Puzzling Stone Sword,Straight Sword,91,0,0,0,111,5,31,0,0,0,30.67,22,50,0,0,0,17,Dark
Broken Straight Sword,Straight Sword,112,0,0,0,112,13,0,0,0,0,30,25,50,0,0,0,15,Dark
Ice Rapier,Thrusting Sword,191,0,0,0,145,11,22,0,0,0,30.67,36,50,0,0,0,17,Dark
Espada Ropera,Thrusting Sword,161,0,0,0,161,4,19,0,0,0,30,25,50,0,0,0,15,Dark
Rapier,Thrusting Sword,161,0,0,0,161,8,15,0,0,0,30,25,50,0,0,0,15,Dark
Chaos Rapier,Thrusting Sword,93,0,93,0,32,0,28,0,59.26,0,11.17,43,50,0,25,0,9,Dark
Estoc,Thrusting Sword,147,0,0,0,147,21,6,0,0,0,30,25,50,0,0,0,15,Dark
Spider's Silk,Thrusting Sword,136,0,0,0,136,0,23,0,0,0,28.67,25,50,0,0,0,15,Dark
Black Scorpion Stinger,Thrusting Sword,225,0,0,0,60,0,0,0,0,0,18.67,37,50,0,0,0,15,Dark
Ricard's Rapier,Thrusting Sword,112,0,0,0,112,0,38,0,0,0,30,25,50,0,0,0,15,Dark
Mail Breaker,Thrusting Sword,105,0,0,0,105,15,9,0,0,0,30,25,50,0,0,0,15,Dark
Red Iron Twinblade,Twinblade,238,0,0,0,238,30,0,0,0,0,30,25,50,0,0,0,15,Dark
Dragonrider Twinblade,Twinblade,152,90,0,0,60,11,14,42,0,0,28,37,50,23,0,0,15,Dark
Stone Twinblade,Twinblade,126,0,0,0,126,30,6,0,0,0,30,25,50,0,0,0,15,Dark
Twinblade,Twinblade,105,0,0,0,105,19,10,0,0,0,30,25,50,0,0,0,15,Dark
Curved Twinblade,Twinblade,127,0,0,0,85,8,24,0,0,0,18.67,38,50,0,0,0,15,Dark
Sorcerer's Twinblade,Twinblade,0,63,0,0,97,0,0,0,0,0,49.4,0,0,26,0,0,39,Dark
Crypt Blacksword,Ultra Greatsword,266,0,0,0,218,15,9,0,0,0,160.5,30,50,0,0,0,42,Dark
King's Ultra Greatsword,Ultra Greatsword,315,0,0,0,315,44.44,4,0,0,0,30,25,50,0,0,0,15,Dark
Lost Sinner's Sword,Ultra Greatsword,322,0,0,0,322,21,8,0,0,0,30,25,50,0,0,0,15,Dark
Fume Ultra Greatsword,Ultra Greatsword,270,0,0,0,331,35,4.08,0,0,0,33.33,23,50,0,0,0,16,Dark
Greatsword,Ultra Greatsword,280,0,0,0,280,41,5,0,0,0,30,25,50,0,0,0,15,Dark
Pursuer's Ultra Greatsword,Ultra Greatsword,273,0,0,0,273,32.65,10,0,0,0,28,25,50,0,0,0,15,Dark
Black Knight Ultra Greatsword,Ultra Greatsword,252,0,99,0,66,41.84,14,0,41.96,0,28.04,38,50,0,22,0,15,Dark
Zweihander,Ultra Greatsword,252,0,0,0,252,21,10,0,0,0,30,25,50,0,0,0,15,Dark
Drakewing Ultra Greatsword,Ultra Greatsword,248,0,0,0,248,13,16,0,0,0,28.67,25,50,0,0,0,15,Dark
Old Knight Ultra Greatsword,Ultra Greatsword,245,0,0,0,245,28,3,0,0,0,30,25,50,0,0,0,15,Dark
Drakekeeper's Ultra Greatsword,Ultra Greatsword,231,0,0,0,231,41.18,5,0,0,0,30,25,50,0,0,0,15,Dark
Ivory King Ultra Greatsword,Ultra Greatsword,217,0,0,0,99,29.59,21.43,0,0,0,22,37,50,0,0,0,16,Dark
Old Whip,Whip,245,0,0,0,245,6,16,0,0,0,28,25,50,0,0,0,15,Dark
Bloodied Whip,Whip,175,0,0,0,175,7,9,0,0,0,30,25,50,0,0,0,15,Dark
Whip,Whip,147,0,0,0,147,0,17,0,0,0,30,25,50,0,0,0,15,Dark
Spotted Whip,Whip,175,0,0,0,36,0,24,0,0,0,26,38,50,0,0,0,15,Dark
Gyrm Axe,Axe,380,0,0,0,0,33,3,20,0,0,0,50,50,0,0,0,0,Enchanted
Dragonslayer's Crescent Axe,Axe,200,0,0,60,0,18,3,18.67,0,18.67,0,50,50,0,0,30,0,Enchanted
Butcher's Knife,Axe,280,0,0,0,0,34,0,18.67,0,0,0,50,50,0,0,0,0,Enchanted
Bandit Axe,Axe,290,0,0,0,0,19,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Battle Axe,Axe,250,0,0,0,0,20,6,20,0,0,0,50,50,0,0,0,0,Enchanted
Hand Axe,Axe,240,0,0,0,0,19,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Infantry Axe,Axe,200,0,0,0,0,20,6,20,0,0,0,50,50,0,0,0,0,Enchanted
Bound Hand Axe,Axe,180,0,0,0,0,32,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Dragonrider Bow,Bow,180,100,0,0,0,28,6,38,0,0,0,50,50,30,0,0,0,Enchanted
Bow of Want,Bow,100,0,0,130,0,16,20,20,0,20,0,50,50,0,0,30,0,Enchanted
Composite Bow,Bow,165,0,0,0,0,17,9,20,0,0,0,50,50,0,0,0,0,Enchanted
Hunter's Blackbow,Bow,155,0,0,0,0,3,23,20,0,0,0,50,50,0,0,0,0,Enchanted
Long Bow,Bow,150,0,0,0,0,7,19,20,0,0,0,50,50,0,0,0,0,Enchanted
Sea Bow,Bow,145,0,0,0,0,17,9,20,0,0,0,50,50,0,0,0,0,Enchanted
Bell Keeper Bow,Bow,130,0,0,0,0,17,16,20,0,0,0,50,50,0,0,0,0,Enchanted
Short Bow,Bow,130,0,0,0,0,7,19,20,0,0,0,50,50,0,0,0,0,Enchanted
Manikin Claws,Claw,150,0,0,0,0,17,9,20,0,0,0,50,50,0,0,0,0,Enchanted
Claws,Claw,155,0,0,0,0,6,16,20,0,0,0,50,50,0,0,0,0,Enchanted
Malformed Claws,Claw,130,0,0,0,0,20,6,20,0,0,0,50,50,0,0,0,0,Enchanted
Work Hook,Claw,40,0,0,0,0,12,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Heavy Crossbow,Crossbow,290,0,0,0,0,0,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Sanctum Crossbow,Crossbow,220,0,0,0,0,0,0,20.41,0,0,20.31,50,50,0,0,0,30,Enchanted
Shield Crossbow,Crossbow,280,0,0,0,0,0,0,18.67,0,0,0,50,50,0,0,0,0,Enchanted
Light Crossbow,Crossbow,250,0,0,0,0,0,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Avelyn,Crossbow,170,0,0,0,0,0,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Sanctum Repeating Crossbow,Crossbow,100,0,0,0,0,0,0,20.41,0,0,20.31,50,50,0,0,0,30,Enchanted
Curved Dragon Greatsword,Curved Greatsword,400,0,0,0,0,20.41,23,20,0,0,0,50,50,0,0,0,0,Enchanted
Murakumo,Curved Greatsword,380,0,0,0,0,6,21,20,0,0,0,50,50,0,0,0,0,Enchanted
Arced Sword,Curved Greatsword,360,0,0,0,0,14,21,20,0,0,0,50,50,0,0,0,0,Enchanted
Curved Nil Greatsword,Curved Greatsword,290,0,0,0,0,35,12,44.67,0,0,0,50,50,0,0,0,0,Enchanted
Red Rust Scimitar,Curved Sword,270,0,0,0,0,18,3,18.67,0,0,0,50,50,0,0,0,0,Enchanted
Warped Sword,Curved Sword,250,0,0,0,0,4,17,18.67,0,0,0,50,50,0,0,0,0,Enchanted
Manikin Sabre,Curved Sword,245,0,0,0,0,7,14,20,0,0,0,50,50,0,0,0,0,Enchanted
Falchion,Curved Sword,240,0,0,0,0,6,16,20,0,0,0,50,50,0,0,0,0,Enchanted
Scimitar,Curved Sword,220,0,0,0,0,6,16,20,0,0,0,50,50,0,0,0,0,Enchanted
Melu Scimitar,Curved Sword,250,0,0,0,0,7,9,0,0,0,0,50,50,0,0,0,0,Enchanted
Spider Fang,Curved Sword,210,0,0,0,0,4,17,18.67,0,0,0,50,50,0,0,0,0,Enchanted
Shotel,Curved Sword,200,0,0,0,0,7,19,20,0,0,0,50,50,0,0,0,0,Enchanted
Monastery Scimitar,Curved Sword,190,0,0,0,0,5,24,20,0,0,0,50,50,0,0,0,0,Enchanted
Eleum Loyce,Curved Sword,165,0,0,0,0,2,32,19.84,0,0,0,50,50,0,0,0,0,Enchanted
Retainer's Short Sword,Dagger,70,90,0,0,0,4,4,21.49,0,0,0,50,50,30,0,0,0,Enchanted
Royal Dirk,Dagger,150,0,0,0,0,7,13,18.67,0,0,0,50,50,0,0,0,0,Enchanted
Black Flamestone Dagger,Dagger,140,0,0,0,0,18,7,20,0,0,0,50,50,0,0,0,0,Enchanted
Shadow Dagger,Dagger,120,0,0,0,0,20,6,20,0,0,0,50,50,0,0,0,0,Enchanted
Thief Dagger,Dagger,145,0,0,0,0,5,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Bandit's Knife,Dagger,130,0,0,0,0,12,0,20,0,0,0,50,50,0,0,0,0,Enchanted
Dagger,Dagger,115,0,0,0,0,6,16,20,0,0,0,50,50,0,0,0,0,Enchanted
Broken Thief Sword,Dagger,120,0,0,0,0,12,0,20,0,0,0,50,50,0,0,0,0,Enchanted
